Product link,product name,reviews,number of reviews,price
https://www.amazon.in/Zilant-Backpack-MultiPurpose-RainCover-Multipurpose/dp/B0B7N8KPVM/ref=sr_1_238?crid=2M096C61O4MLT&keywords=bags&qid=1664105320&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-238,Zilant Large 40L Laptop Backpack MultiPurpose Laptop Bag With RainCover For Men & Women Multipurpose Bag,3.5 out of 5 stars,6,₹799
https://www.amazon.in/Posshusa-Laptop-Charging-Backpack-Black-Grey/dp/B08R6F82M4/ref=sr_1_239?crid=2M096C61O4MLT&keywords=bags&qid=1664105320&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-239,Posshusa Anti Theft Laptop Bag with USB Cable and Built in Charging Laptop Backpack,3.8 out of 5 stars,131,₹550
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A08963892MH1HTSJHKOS8&url=%2FClownfish-Multi-Functional-Laptop-Backpack%2Fdp%2FB09R4KRKVY%2Fref%3Dsr_1_240_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105320%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-240-spons%26psc%3D1&qualifier=1664105320&id=6485185499046185&widgetName=sp_btf,The Clownfish Multi Functional Water Proof Anti Theft 15.6 inch Laptop Backpack (Grey),3.9 out of 5 stars,25,"₹4,149"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A07222663UNDBA902WYGE&url=%2FNeopack-Infiniy-Backpack-Laptops-Macbooks%2Fdp%2FB0946Q9GQV%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105320%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-241-spons%26psc%3D1&qualifier=1664105320&id=6485185499046185&widgetName=sp_btf,"Neopack Infiniy Backpack for Up to 15"" Laptops & Macbooks (Black)",5.0 out of 5 stars,2,"₹1,687"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A02537663HWNCVARFQC5L&url=%2FDell-DELL-GMBP1720M-Gaming-Backpack%2Fdp%2FB0842XB4BN%2Fref%3Dsr_1_241_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105337%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-241-spons%26psc%3D1%26smid%3DA1XQ7OTKA85S11&qualifier=1664105337&id=8693275477758215&widgetName=sp_atf_next,Dell Gaming Backpack for Laptops (Black),4.3 out of 5 stars,764,"₹2,450"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A0824245TRMI1D9DT2FE&url=%2FSAFARI-Charcoal-Laptop-Backpack-POWERPACK19CBBLB%2Fdp%2FB07Q685WXQ%2Fref%3Dsr_1_242_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105337%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-242-spons%26psc%3D1&qualifier=1664105337&id=8693275477758215&widgetName=sp_atf_next,SAFARI 18 Ltrs brilliant Blue Laptop/Casual/School/College Backpack with USB Charging (POWERPACK19CBBLB),3.7 out of 5 stars,129,"₹2,299"
https://www.amazon.in/Posshusa-Laptop-Charging-Backpack-Black-Grey/dp/B08R6F82M4/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-243,Posshusa Anti Theft Laptop Bag with USB Cable and Built in Charging Laptop Backpack,3.8 out of 5 stars,131,₹550
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0201/dp/B07G4D13L7/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-244,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Brown,4.4 out of 5 stars,"3,224",₹989
https://www.amazon.in/COSMUS-Polyester-Cover-Laptop-Backpacks/dp/B07G79MW1K/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-245,Cosmus Rain Rain Navy Blue Rain & Dust Cover with Pouch for Laptop Bags and Backpacks,4.0 out of 5 stars,174,₹252
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPVD964/ref=sr_1_241?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-241,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Teal),4.0 out of 5 stars,369,₹549
https://www.amazon.in/ZIPLINE-Synthetic-Executive-Briefcase-compartments/dp/B0756YXLPM/ref=sr_1_242?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-242,"ZIPLINE Leatherette Executive Formal 15.6 Laptop & MacBook Briefcase Messenger/Office/Travel/Executive/Business Bag for Men Women with Multiple compartments (Black),(1-Bag)",4.2 out of 5 stars,582,"₹1,332"
https://www.amazon.in/Van-Heusen-Woman-Spring-Summer-Womens/dp/B07ML1M3KN/ref=sr_1_243?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-243,Van Heusen Women's Sling Bag (Black),4.3 out of 5 stars,62,₹999
https://www.amazon.in/Amazon-Basics-Casual-Laptop-Backpack/dp/B09W4X977X/ref=sr_1_244?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-244,Amazon Basics - Casual 21L  Laptop Backpack,4.5 out of 5 stars,6,₹649
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09RKNNVFR/ref=sr_1_245?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-245,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,3.9 out of 5 stars,"1,058",₹759
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A0700452TDHKLGWHI53U&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF1XJXY%2Fref%3Dsr_1_246_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105337%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-246-spons%26psc%3D1&qualifier=1664105337&id=8693275477758215&widgetName=sp_mtf,"Genie Flamenco Laptop Bag, 16 inch large Laptop Backpack, Sky Blue Office, College, School Backpack for Women, Water Resistant and Lightweight Bag",4.4 out of 5 stars,818,₹549
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A08255735ZVBENP0ZAFC&url=%2FSafari-Laptop-Backpack-Compartments-Resistant%2Fdp%2FB09B27GN41%2Fref%3Dsr_1_247_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105337%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-247-spons%26psc%3D1&qualifier=1664105337&id=8693275477758215&widgetName=sp_mtf,"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Blue (SNAP19CBBLU)",3.8 out of 5 stars,317,₹999
https://www.amazon.in/POLESTAR-backpack-Backpack-College-Students/dp/B08X2KRL8B/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-248,"POLESTAR Leader 34 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty",4.1 out of 5 stars,"3,154",₹599
https://www.amazon.in/ADISA-Laptop-Messenger-Briefcase-Inches/dp/B09JMTQTQZ/ref=sr_1_249?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-249,ADISA Laptop Messenger Bag Briefcase 15.6 Inches,3.8 out of 5 stars,7,₹399
https://www.amazon.in/Storite-Canvas-Backpack-Charging-Brown/dp/B0B7XBZYFS/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-250,"Storite Vintage Canvas Laptop Backpack for Women Men, School College Bag with USB Charging Port Fashion Backpack Fits 14Inch Notebook",4.0 out of 5 stars,21,"₹1,099"
https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB42QFQ/ref=sr_1_251?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-251,"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",4.5 out of 5 stars,26,₹278
https://www.amazon.in/UPPERCASE-1600EBP1-Compact-repellent-sustainable/dp/B0B68ZS5G1/ref=sr_1_252?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-252,"uppercase Medium 19L Laptop Backpack 1600EBP1 Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty",4.5 out of 5 stars,56,"₹1,000"
https://www.amazon.in/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B68Z3X7D/ref=sr_1_253?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-253,"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue)",4.3 out of 5 stars,47,"₹1,400"
https://www.amazon.in/Van-Heusen-Woman-Spring-Summer-Womens/dp/B07ML1LBRD/ref=sr_1_254?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-254,Van Heusen Women's Sling Bag (Black),4.3 out of 5 stars,67,₹999
https://www.amazon.in/Backpack-Charging-Waterproof-Material-Capacity/dp/B09MFWNY2C/ref=sr_1_255?crid=2M096C61O4MLT&keywords=bags&qid=1664105337&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-255,"North zone Sport 34 Litres Stylish Backpack | School College Bag For Boys & Girls | Laptop Bag With USB Charging Waterproof Material, Laptop size upto 15.6 inches Capacity: upto 35 Ltrs",3.8 out of 5 stars,36,₹639
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A00543612BKXWJC9B4329&url=%2FReflex-Unisex-Travel-Laptop-Backpack%2Fdp%2FB08HKLPK1H%2Fref%3Dsr_1_256_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105337%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-256-spons%26psc%3D1&qualifier=1664105337&id=8693275477758215&widgetName=sp_btf,Gold sky Reflex Unisex 45 Ltrs Travel Laptop Backpack (Sky Blue),3.5 out of 5 stars,10,"₹1,299"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A084752921XU0UYWCD9JA&url=%2FSafari-Formal-Backpack-Anti-Theft-VAULT19CBBLK%2Fdp%2FB07XSTR69N%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105337%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-257-spons%26psc%3D1&qualifier=1664105337&id=8693275477758215&widgetName=sp_btf,"Safari 48 cms Black Formal/Office/Laptop Backpack with Anti-Theft, Lock, USB and RFID (VAULT19CBBLK)",4.1 out of 5 stars,663,"₹1,199"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A04604381W9N4URF4O6H3&url=%2FSafari-Sirius-Backpack-Satchel-SIRIUS19CBBLK%2Fdp%2FB0848PYTQ9%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105351%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-257-spons%26psc%3D1&qualifier=1664105351&id=422288686798523&widgetName=sp_atf_next,Safari Sirius Two Way Laptop Backpack Cum Satchel (SIRIUS19CBBLK_Black),3.7 out of 5 stars,118,"₹2,099"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A05238821TRFUTY38ROQ3&url=%2FGenie-Flamenco2-Backpack-Compatible-Resistant%2Fdp%2FB08YF9VHTY%2Fref%3Dsr_1_258_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105351%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-258-spons%26psc%3D1&qualifier=1664105351&id=422288686798523&widgetName=sp_atf_next,Genie Flamenco2 Casual Backpacks for Women,4.4 out of 5 stars,"1,025",₹499
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_259?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-259,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),3.9 out of 5 stars,996,₹699
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Smiling-Tiger/dp/B08D5N6QWN/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&smid=AK3TK6366U371&sprefix=ba%2Caps%2C283&sr=8-260,Blue Tree Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Smiling-Tiger),4.0 out of 5 stars,77,₹269
https://www.amazon.in/Storite-Canvas-Backpack-Lightweight-Drawstring/dp/B0B1D9XD1X/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-261,"Storite Vintage Small Canvas Backpack for men & Women, Lightweight student bag, Casual Shoulder Bag with Drawstring Travel Daypack - (27x32x14 cm, Brown)",3.5 out of 5 stars,44,"₹1,045"
https://www.amazon.in/F-Gear-Burner-Art-Black-Laptop-Backpack/dp/B085QX7J7R/ref=sr_1_257?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-257,F Gear Burner Art Lthr Black 22 Ltrs Laptop Backpack (3344),4.4 out of 5 stars,289,₹859
https://www.amazon.in/TRUE-HUMAN-backpack-charging-college/dp/B0BC1T7FBP/ref=sr_1_258?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-258,"TRUE HUMAN backpack with USB charging Port Laptop bag , office bag , college bag ,office bag , college bag ( COOPER )",4.3 out of 5 stars,6,₹609
https://www.amazon.in/gp/bestsellers/luggage/2917503031/ref=sr_bs_2_2917503031_1,DIVULGE Drawstring Bag Sports Bag Gym Bag and Multi Utility Bag (Black),4.1 out of 5 stars,892,₹178
https://www.amazon.in/Harissons-Backpack-Abrassion-Integrated-backstaps/dp/B07PBKQXCZ/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-260,"Harissons Bags Delta 39 L Polyester Black 15.6"" inch Laptop Backpack | Office, College, Travel Bag (Black, Orange)",4.3 out of 5 stars,"1,358","₹1,878"
https://www.amazon.in/ZAmaizoom-Laptop-Bags-Waterproof-College-Students/dp/B08Y8JSKRQ/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-261,"ZAmaizoom 30 Ltrs Waterproof Laptop Bag for Men Women Boys Girls/Office School College Teens , Students with Free RAIN Cover",3.8 out of 5 stars,933,₹649
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A084752921XU0UYWCD9JA&url=%2FSafari-Formal-Backpack-Anti-Theft-VAULT19CBBLK%2Fdp%2FB07XSTR69N%2Fref%3Dsr_1_262_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105351%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-262-spons%26psc%3D1&qualifier=1664105351&id=422288686798523&widgetName=sp_mtf,"Safari 48 cms Black Formal/Office/Laptop Backpack with Anti-Theft, Lock, USB and RFID (VAULT19CBBLK)",4.1 out of 5 stars,663,"₹1,199"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A07560021DGQAJLLHO1MU&url=%2FAble-Rider-Laptop-Backpack-litres%2Fdp%2FB0B4B4J8VW%2Fref%3Dsr_1_263_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105351%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-263-spons%26psc%3D1&qualifier=1664105351&id=422288686798523&widgetName=sp_mtf,Able Rider Laptop Backpack 40 litres - School/College/Casual Backpack with Headphone hole.,4.6 out of 5 stars,3,₹899
https://www.amazon.in/Safari-Sheild-Resistant-Casual-Backpack/dp/B09B26T7KQ/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-264,"Safari Sheild 26 Ltrs Water Resistant Casual Backpack - Blue, L (SHEILD19CBBLU)",3.9 out of 5 stars,689,₹799
https://www.amazon.in/Artistix-Dimensional-Foldable-Backpack-Travel/dp/B097XY6DXJ/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-265,"Artistix Axile three dimensional backpack, 30 Ltrs 46 cms, Foldable Travel cum Office Laptop Backpack, Anti theft bag",4.4 out of 5 stars,111,"₹1,352"
https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B08RB3ZSLH/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-266,Half Moon 35 L Casual Waterproof 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (Black),3.8 out of 5 stars,173,₹649
https://www.amazon.in/BBAMSO-Handmade-Macrame-Sling-Womens_BBAMSOD0007/dp/B09J8JY3M9/ref=sr_1_267?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-267,BBAMSO Handmade Macrame Sling Bags for Girls/Women's_BBAMSOD0007 Off White,4.6 out of 5 stars,156,₹399
https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_268?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-268,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",3.8 out of 5 stars,943,₹849
https://www.amazon.in/Wooum-Resistant-Material-Messenger-Compartment/dp/B09KV7Y3KL/ref=sr_1_269?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-269,Wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,4.0 out of 5 stars,136,₹449
https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-270,Blue Tree Cute Kids Backpack Toddler Bag Plush Animal Cartoon Mini Travel Bag for Baby Girl Boy 1-6 Years (Red-Stawberry),4.1 out of 5 stars,203,₹278
https://www.amazon.in/Mtuggar-Genuine-Leather-Messenger-SLB-8002-BRN/dp/B08W4MKG1T/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1664105351&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-271,Mtuggar Genuine Leather Sling Bag Unisex. Brown (SLB-8002-BRN) (Black),4.3 out of 5 stars,319,₹828
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg17_1?ie=UTF8&adId=A069447529LF9UMGIV87O&url=%2FCOSMUS-Polyester-Casual-Laptop-Backpack%2Fdp%2FB079R8MGX8%2Fref%3Dsr_1_272_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105351%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-272-spons%26psc%3D1&qualifier=1664105351&id=422288686798523&widgetName=sp_btf,COSMUS Sedna Dx Polyester 17 LTR Navy Blue Casual Laptop Backpack,4.3 out of 5 stars,238,"₹1,303"
https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg17_1?ie=UTF8&adId=A08046901OE15XE51HYHB&url=%2FHammonds-Flycatcher-Leather-Messenger-LB106BU%2Fdp%2FB0851H1WS5%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664105351%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-273-spons%26psc%3D1&qualifier=1664105351&id=422288686798523&widgetName=sp_btf,"HAMMONDS FLYCATCHER Men's Leather Laptop Messenger Bag LB106BU, Royal Blue",4.3 out of 5 stars,"4,097","₹2,395"
